YEAR;PLAYER;POS;HGT;WGT;BMI;WNGSPN;STNDRCH;HANDL;HANDW;STNDVERT;LPVERT;LANE;SHUTTLE;SPRINT;BAR;PAN;PBHGT;PDHGT;Pk;College;Tm
2005;Basden, Eddie;SG-SF;76.25;210.0;25.4;82.25;101.0;;;33.0;36.5;10.52;;3.21;107.9%;;134.0;137.5;;;
2005;Bell, Mike;SF-PF;80.75;206.2;22.2;85.5;104.5;;;33.5;39.5;11.73;;3.29;105.9%;;138.0;144.0;;;
2005;Bogut, Andrew;C-PF;83.0;250.6;25.6;87.0;110.5;;;27.5;33.5;12.06;;3.51;104.8%;;138.0;144.0;1.0;Utah;MIL
2005;Brown, Dee;PG-SG;71.0;179.0;25.0;74.0;94.0;;;;;;;;104.2%;;;;19.0;Jacksonville University;BOS
2005;Brown, Dee;PG-SG;71.0;179.0;25.0;74.0;94.0;;;;;;;;104.2%;;;;46.0;Illinois;UTA
2005;Bynum, Will;PG-SG;70.5;188.8;26.7;75.5;93.0;;;33.0;40.5;11.12;;3.0;107.1%;;126.0;133.5;;;
2005;Campbell, Marcus;C;82.25;280.4;29.1;90.0;114.0;;;;;;;;109.4%;;;;;;
2005;Conroy, Will;PG;73.0;188.6;24.9;75.0;96.5;;;30.5;36.5;10.51;;3.28;102.7%;;127.0;133.0;;;
2005;Coppenrath, Taylor;PF-SF;79.75;252.4;27.9;83.5;106.5;;;24.5;27.0;11.51;;3.44;104.7%;;131.0;133.5;;;
2005;Diener, Travis;PG-SG;71.75;165.2;22.6;71.75;93.5;;;24.5;31.0;10.85;;3.26;100.0%;;118.0;124.5;38.0;Marquette;ORL
2005;Diogu, Ike;PF;78.5;255.4;29.1;87.5;109.0;;;28.0;31.0;11.94;;3.45;111.5%;;137.0;140.0;9.0;Arizona State;GSW
2005;Dorsey, Daryl;PG;71.25;160.8;22.3;71.5;94.0;;;25.0;30.5;11.41;;3.24;100.4%;;119.0;124.5;;;
2005;Ellis, Monta;SG-PG;74.25;176.6;22.5;74.75;98.0;;;26.5;31.5;12.13;;3.31;100.7%;;124.5;129.5;40.0;;GSW
2005;Felton, Raymond;PG;71.5;199.4;27.4;76.25;98.0;;;29.0;33.5;10.5;;3.06;106.6%;;127.0;131.5;5.0;UNC;CHA
2005;Fernandez, Rudy;SG;76.75;172.0;20.5;79.5;101.5;;;26.5;35.5;10.48;;3.33;103.6%;;128.0;137.0;24.0;;PHO
2005;Fischer, D'Or;C-PF;81.25;242.4;25.8;90.0;110.5;;;28.0;30.5;12.53;;3.5;110.8%;;138.5;141.0;;;
2005;Fobbs, Eddy;C-PF;82.25;235.2;24.4;90.75;111.5;;;29.5;34.0;11.53;;3.28;110.3%;;141.0;145.5;;;
2005;Ford, Sharrod;PF;79.25;212.8;23.8;85.5;106.0;;;28.5;37.0;11.92;;3.2;107.9%;;134.5;143.0;;;
2005;Frye, Channing;PF-C;81.5;243.6;25.8;86.5;110.5;;;27.5;31.0;11.6;;3.38;106.1%;;138.0;141.5;8.0;Arizona;NYK
2005;Gai, Deng;PF-C;79.75;214.0;23.7;88.5;110.5;;;31.5;35.5;12.51;;3.27;111.0%;;142.0;146.0;;;
2005;Garcia, Francisco;SF-SG;77.75;189.6;22.0;82.75;103.0;;;27.5;31.5;10.63;;3.33;106.4%;;130.5;134.5;23.0;Louisville;SAC
2005;Gilchrist, John;PG;73.25;195.2;25.6;81.25;96.5;;;30.5;36.5;11.48;;3.15;110.9%;;127.0;133.0;;;
2005;Gortat, Marcin;PF-C;83.0;225.2;23.0;87.5;110.0;;;29.5;36.0;11.48;;3.33;105.4%;;139.5;146.0;57.0;;PHO
2005;Graham, Joey;SF;77.25;216.6;25.5;80.0;104.0;;;30.0;36.0;10.62;;3.05;103.6%;;134.0;140.0;16.0;Oklahoma State;TOR
2005;Granger, Danny;;79.5;225.4;25.1;85.5;103.0;;;31.0;34.0;10.84;;3.34;107.5%;;134.0;137.0;17.0;New Mexico;IND
2005;Green, Gerald;SF;78.0;192.0;22.2;81.75;104.0;;;31.5;39.0;11.2;;3.21;104.8%;;135.5;143.0;18.0;;BOS
2005;Hayes, Charles;SF-PF;77.5;232.4;27.2;82.0;104.5;;;30.0;33.0;10.7;;3.34;105.8%;;134.5;137.5;;;
2005;Head, Luther;PG-SG;74.0;178.8;23.0;77.25;98.5;;;31.5;38.5;11.12;;3.21;104.4%;;130.0;137.0;24.0;Illinois;HOU
2005;Hodge, Julius;SG-SF;78.0;202.2;23.4;84.5;107.5;;;24.5;29.0;10.89;;3.18;108.3%;;132.0;136.5;20.0;NC State;DEN
2005;Homan, Jared;C-PF;79.75;248.2;27.4;85.25;104.5;;;;;;;;106.9%;;;;;;
2005;Ilyasova, Ersan;SF;79.75;208.8;23.1;85.25;109.5;;;22.0;30.0;11.59;;3.56;106.9%;;131.5;139.5;36.0;;MIL
2005;Jack, Jarrett;PG;74.5;197.6;25.0;79.5;100.0;;;26.0;28.5;10.87;;3.24;106.7%;;126.0;128.5;22.0;Georgia Tech;DEN
2005;Jones, Dwayne;C-PF;80.5;242.2;26.3;86.75;108.5;;;28.0;31.5;11.87;;3.25;107.8%;;136.5;140.0;;;
2005;Katelynas, Mindaugas;SF-PF;79.5;217.0;24.1;83.0;105.5;;;31.5;35.0;11.6;;3.38;104.4%;;137.0;140.5;;;
2005;Klotz, Jason;C-PF;80.5;249.4;27.1;82.0;107.5;;;21.5;27.0;13.13;;3.68;101.9%;;129.0;134.5;;;
2005;Langford, Keith;SG-SF;74.25;203.2;25.9;81.0;101.0;;;32.0;29.5;11.38;;3.23;109.1%;;133.0;130.5;;;
2005;Lee, David;PF;79.75;229.5;25.4;84.0;106.5;;;30.5;32.5;10.8;;3.19;105.3%;;137.0;139.0;30.0;Florida;NYK
2005;Lucas III, John;PG;69.25;154.4;22.6;72.0;92.0;;;29.0;34.0;10.44;;3.14;104.0%;;121.0;126.0;;;
2005;Lucas, David;PF;78.5;233.4;26.6;84.0;103.5;;;;;;;;107.0%;;;;;;
2005;Marshall, Rawle;SG-SF;76.5;186.6;22.4;85.0;104.0;;;30.5;37.0;11.64;;3.21;111.1%;;134.5;141.0;;;
2005;Maxiell, Jason;PF;77.0;257.6;30.5;87.25;107.0;;;;;;;;113.3%;;;;26.0;Cincinnati;DET
2005;May, Sean;PF;79.0;258.8;29.2;85.25;105.0;;;30.0;33.0;11.04;;3.29;107.9%;;135.0;138.0;13.0;UNC;CHA
2005;McCants, Rashad;SG;74.75;201.0;25.3;82.75;103.5;;;32.5;34.5;10.39;;3.11;110.7%;;136.0;138.0;14.0;UNC;MIN
2005;McFarlin, Ivan;PF;77.5;228.6;26.8;81.0;105.5;;;26.5;32.0;10.64;;3.27;104.5%;;132.0;137.5;;;
2005;Mendez, Juan;PF-SF;77.25;231.4;27.3;84.0;106.5;;;29.0;33.0;11.7;;3.24;108.7%;;135.5;139.5;;;
2005;Miles, Aaron;PG;72.0;174.6;23.7;75.5;94.0;;;32.0;37.5;10.69;;3.22;104.9%;;126.0;131.5;;;
2005;Myles, Ellis;PF;78.0;255.2;29.5;81.75;105.5;;;26.0;28.5;12.8;;3.42;104.8%;;131.5;134.0;;;
2005;O'Bannon, Larry;SG;75.0;196.0;24.5;78.0;99.5;;;31.5;36.5;11.44;;3.18;104.0%;;131.0;136.0;;;
2005;Pasalic, Drago;SF-PF;81.5;238.8;25.3;83.75;108.5;;;25.0;30.5;12.12;;3.48;102.8%;;133.5;139.0;;;
2005;Paul, Chris;PG;71.75;178.0;24.3;76.25;93.0;;;32.0;38.0;11.09;;3.22;106.3%;;125.0;131.0;4.0;Wake Forest;NOP
2005;Pittsnogle, Kevin;PF;81.25;259.2;27.6;82.5;106.0;;;;;;;;101.5%;;;;;;
2005;Powell, Carlos;SF-PF;77.25;221.8;26.1;82.75;105.0;;;27.5;34.5;11.54;;3.21;107.1%;;132.5;139.5;;;
2005;Powell, Roger;SF;76.75;218.6;26.1;83.5;104.0;;;;;;;;108.8%;;;;;;
2005;Price, Ronnie;PG;72.75;184.8;24.5;77.5;96.5;;;31.5;39.0;10.49;;3.29;106.5%;;128.0;135.5;;;
2005;Roberson, Anthony;PG;72.75;178.8;23.7;74.75;95.0;;;31.5;37.0;11.17;;3.19;102.7%;;126.5;132.0;;;
2005;Rush, Brandon;SG-SF;77.0;211.4;25.1;83.25;104.5;;;32.5;35.0;11.33;;3.31;108.1%;;137.0;139.5;13.0;Kansas;POR
2005;Schenscher, Luke;C;83.75;241.6;24.2;89.0;111.5;;;23.5;26.5;12.4;;3.47;106.3%;;135.0;138.0;;;
2005;Simien, Wayne;PF;79.25;255.8;28.6;84.0;107.0;;;27.0;27.5;11.05;;3.35;106.0%;;134.0;134.5;29.0;Kansas;MIA
2005;Simmons, Tre;SG-SF;76.0;194.2;23.6;79.5;102.5;;;27.0;31.5;10.8;;3.18;104.6%;;129.5;134.0;;;
2005;Simon, David;C-PF;80.0;258.8;28.4;87.5;108.0;;;28.0;33.0;11.98;;3.44;109.4%;;136.0;141.0;;;
2005;Taft, Chris;PF;80.5;261.0;28.3;85.75;109.0;;;28.5;33.0;11.26;;3.27;106.5%;;137.5;142.0;42.0;Pitt;GSW
2005;Thomas, Chris;PG;71.75;176.2;24.1;75.0;95.0;;;28.5;34.0;10.84;;3.33;104.5%;;123.5;129.0;;;
2005;Thomas, Omar;SF-SG;75.25;200.0;24.8;80.0;102.0;;;25.0;29.5;11.11;;3.27;106.3%;;127.0;131.5;;;
2005;Thompson, Dijon;SF-SG;78.25;195.8;22.5;81.75;105.5;;;;;;;;104.5%;;;;54.0;UCLA;NYK
2005;Turiaf, Ronny;PF;80.0;237.8;26.1;85.5;106.5;;;30.5;33.0;11.5;;3.23;106.9%;;137.0;139.5;37.0;Gonzaga;LAL
2005;Villanueva, Charlie;PF-SF;81.0;236.6;25.4;84.25;109.0;;;26.0;31.0;10.86;;3.3;104.0%;;135.0;140.0;7.0;UConn;TOR
2005;Warrick, Hakim;PF-SF;79.25;215.0;24.1;86.0;108.0;;;33.0;38.0;;;3.22;108.5%;;141.0;146.0;19.0;Syracuse;MEM
2005;Webster, Martell;SF;78.0;229.6;26.5;83.0;106.0;;;28.0;30.5;11.39;;3.39;106.4%;;134.0;136.5;6.0;;POR
2005;Whaley, Robert;PF-C;80.0;269.4;29.6;86.0;108.0;;;28.5;33.5;12.11;;3.25;107.5%;;136.5;141.5;51.0;Walsh University;UTA
2005;Williams, Deron;PG;73.75;202.4;26.2;78.25;98.0;;;30.0;35.0;10.83;;3.25;106.1%;;128.0;133.0;3.0;Illinois;UTA
2005;Williams, Jawad;SF;79.0;218.0;24.6;85.25;106.5;;;28.0;34.0;11.39;;3.23;107.9%;;134.5;140.5;;;
2005;Williams, Marvin;PF-SF;79.0;228.2;25.7;87.5;108.0;;;29.5;35.0;11.11;;3.17;110.8%;;137.5;143.0;2.0;UNC;ATL
2005;Wright, Antoine;SF-SG;77.25;202.6;23.9;80.75;104.5;;;26.5;29.5;11.45;;3.41;104.5%;;131.0;134.0;15.0;Texas A&M;BRK
2005;Wright, Bracey;SG-PG;73.25;186.8;24.5;82.0;100.5;;;30.0;36.0;11.58;;3.27;111.9%;;130.5;136.5;47.0;Indiana;MIN
2004;Allen, Tony;SG;75.5;214.0;26.4;81.0;102.0;;;31.5;36.5;10.7;;3.19;107.3%;;133.5;138.5;25.0;Oklahoma State;BOS
2004;Ariza, Trevor;SG-SF;79.0;201.0;22.6;86.0;107.5;;;29.5;32.0;11.63;;3.29;108.9%;;137.0;139.5;43.0;UCLA;NYK
2004;Barrett, Andre;PG;68.75;171.0;25.4;73.0;92.0;;;29.0;34.5;10.63;;3.08;106.2%;;121.0;126.5;;;
2004;Bass, Brandon;PF;78.25;246.0;28.2;86.5;106.5;;;31.5;33.0;11.61;;3.24;110.5%;;138.0;139.5;33.0;LSU;NOP
2004;Biedrins, Andris;C;;;;;;;;;;;;;;;;;;;
2004;Bobbitt, Tony;SG;74.75;185.0;23.3;79.0;100.0;;;;;;;;105.7%;;;;;;
2004;Boddicker, Brian;SF-PF;79.5;230.0;25.6;82.0;105.5;;;28.0;30.0;10.93;;3.25;103.1%;;133.5;135.5;;;
2004;Bowers, Tim;PG-SG;72.5;181.0;24.2;81.0;98.0;;;37.0;43.5;11.24;;3.21;111.7%;;135.0;141.5;;;
2004;Brown, Andre;PF-C;80.0;236.0;25.9;83.0;107.0;;;32.0;35.5;11.7;;3.22;103.8%;;139.0;142.5;;;
2004;Burks, Antonio;PG;72.0;191.0;25.9;78.5;96.5;;;;;;;;109.0%;;;;36.0;Memphis;ORL
2004;Butler, Jackie;C;80.0;263.0;28.9;85.5;109.0;;;23.0;25.0;13.32;;3.4;106.9%;;132.0;134.0;;;
2004;Capin, Aleksandar;PG;72.0;176.0;23.9;73.5;94.0;;;23.0;29.0;11.5;;3.27;102.1%;;117.0;123.0;;;
2004;Chan, Ales;C;84.0;255.0;25.4;87.0;113.0;;;21.0;29.0;12.9;;3.62;103.6%;;134.0;142.0;;;
2004;Childress, Josh;SG-SF;77.75;196.0;22.8;83.0;105.0;;;29.0;36.0;11.95;;3.38;106.8%;;134.0;141.0;6.0;Stanford;ATL
2004;Cummings, TJ;SF;79.5;215.0;23.9;81.5;106.5;;;27.0;31.0;11.58;;3.12;102.5%;;133.5;137.5;;;
2004;Daniels, Erik;SF-PF;78.25;223.0;25.6;83.0;106.0;;;31.0;32.0;11.38;;3.19;106.1%;;137.0;138.0;;;
2004;Deng, Luol;SF;79.0;220.0;24.8;84.5;108.5;;;27.5;31.5;11.46;;3.34;107.0%;;136.0;140.0;7.0;Duke;PHO
2004;Douthit, Marcus;C-PF;81.5;223.0;23.6;88.0;111.5;;;25.5;31.5;11.64;;3.34;108.0%;;137.0;143.0;56.0;Providence;LAL
2004;Duhon, Chris;PG;72.0;193.0;26.2;78.5;98.0;;;31.5;35.0;10.45;;3.14;109.0%;;129.5;133.0;38.0;Duke;CHI
2004;Edwards, John;C;83.25;264.0;26.8;88.5;113.0;;;;;;;;106.3%;;;;;;
2004;Emmett, Andre;SG-SF;75.5;216.0;26.6;81.0;100.0;;;;;;;;107.3%;;;;35.0;Texas Tech;OKC
2004;Farmer, Desmon;SG;76.5;214.0;25.7;80.5;103.0;;;24.0;31.0;10.89;;3.2;105.2%;;127.0;134.0;;;
2004;Flores, Luis;PG-SG;72.5;202.0;27.0;79.5;98.5;;;29.0;32.0;10.97;;3.1;109.7%;;127.5;130.5;55.0;Manhattan College;HOU
2004;Freije, Matt;SF-PF;80.25;234.0;25.5;85.0;108.5;;;29.5;31.0;11.15;;3.25;105.9%;;138.0;139.5;53.0;Vanderbilt;MIA
2004;Garnett, Chris;C-PF;80.25;260.0;28.4;85.0;108.0;;;27.0;31.5;11.75;;3.36;105.9%;;135.0;139.5;;;
2004;Gomes, Ryan;SF-PF;78.5;248.0;28.3;86.0;106.5;;;26.5;30.5;12.49;;3.24;109.6%;;133.0;137.0;50.0;Providence;BOS
2004;Gordon, Ben;PG-SG;73.0;192.0;25.3;80.5;99.0;;;31.5;37.5;11.28;;3.19;110.3%;;130.5;136.5;3.0;UConn;CHI
2004;Harris, Devin;PG;73.75;170.0;22.0;79.5;98.5;;;30.5;37.0;11.03;;3.19;107.8%;;129.0;135.5;5.0;Wisconsin;WAS
2004;Howard, Dwight;PF-C;81.0;240.0;25.7;88.5;111.5;;;30.5;35.5;11.21;;3.14;109.3%;;142.0;147.0;1.0;;ORL
2004;Howell, Rolando;PF;79.5;229.0;25.5;84.5;107.0;;;28.5;34.5;11.91;;3.28;106.3%;;135.5;141.5;;;
2004;Humphries, Kris;PF;80.25;238.0;26.0;84.5;106.5;;;29.5;36.0;11.33;;3.2;105.3%;;136.0;142.5;14.0;Minnesota;UTA
2004;Iguodala, Andre;SG-SF;77.75;217.0;25.2;83.0;105.5;;;30.5;34.5;11.17;;3.18;106.8%;;136.0;140.0;9.0;Arizona;PHI
2004;Iti, Martin;C-PF;80.5;233.0;25.3;89.0;111.5;;;26.5;32.5;12.28;;3.41;110.6%;;138.0;144.0;;;
2004;Jackson, Luke;SF-SG;78.0;212.0;24.5;80.5;103.0;;;26.5;36.0;11.1;;3.24;103.2%;;129.5;139.0;10.0;Oregon;CLE
2004;Jefferson, Al;PF-SF;80.5;263.0;28.5;86.5;110.0;;;28.5;30.0;13.08;;3.29;107.5%;;138.5;140.0;15.0;;BOS
2004;Johnson, Arthur;PF-C;79.0;262.0;29.5;87.0;109.0;;;26.5;28.5;11.81;;3.38;110.1%;;135.5;137.5;;;
2004;Koljevic, Ivan;PG;73.0;172.0;22.7;74.5;95.0;;;26.0;28.5;11.07;;3.28;102.1%;;121.0;123.5;;;
2004;Lamizana, Herve;SF-PF;79.5;210.0;23.4;85.5;107.0;;;;;;;;107.5%;;;;;;
2004;Lishouk, Sergei;PF-SF;82.25;244.0;25.4;84.0;109.5;;;;;;;;102.1%;;;;49.0;;MEM
2004;Livingston, Shaun;PG-SG;78.25;186.0;21.4;83.0;105.5;;;26.5;30.0;10.72;;3.23;106.1%;;132.0;135.5;4.0;;LAC
2004;Lloreda, Jaime;PF;78.75;247.0;28.0;81.5;107.0;;;25.5;29.5;12.93;;3.23;103.5%;;132.5;136.5;;;
2004;Matthews, Bryant;SF-SG;77.75;206.0;24.0;84.5;105.5;;;29.0;34.5;11.08;;3.13;108.7%;;134.5;140.0;;;
2004;Melvin, Marcus;SF-PF;78.75;241.0;27.3;84.0;105.5;;;25.0;30.5;11.81;;3.33;106.7%;;130.5;136.0;;;
2004;Melzer, Rich;PF-SF;79.5;229.0;25.5;86.0;107.0;;;24.5;28.5;11.74;;3.39;108.2%;;131.5;135.5;;;
2004;Minard, Ricky;PG-SG;75.25;198.0;24.6;79.0;101.5;;;27.5;33.0;10.94;;3.1;105.0%;;129.0;134.5;48.0;Morehead State University;SAC
2004;Moore, James;PF-SF;78.5;198.0;22.6;84.5;107.0;;;28.5;32.5;11.01;;3.21;107.6%;;135.5;139.5;;;
2004;Moore, Marcus;PG-SG;76.0;202.0;24.6;81.0;101.5;;;25.0;30.0;11.31;;3.34;106.6%;;126.5;131.5;;;
2004;Morandais, Michel;SG-SF;75.75;205.0;25.1;83.5;102.0;;;30.5;33.5;11.45;;3.22;110.2%;;132.5;135.5;;;
2004;Nelson, Jameer;PG;71.0;199.0;27.8;74.5;95.0;;;28.5;33.5;10.95;;3.14;104.9%;;123.5;128.5;20.0;Saint Joseph's;DEN
2004;Nikagbatse, Misan;SG-PG;75.5;223.0;27.5;82.0;102.0;;;27.5;32.5;11.27;;3.32;108.6%;;129.5;134.5;;;
2004;Okafor, Emeka;C-PF;80.75;257.0;27.7;88.0;110.5;;;31.5;34.0;12.32;;3.15;109.0%;;142.0;144.5;2.0;UConn;CHA
2004;Orr, Randall;PF-SF;81.0;193.0;20.7;82.5;107.5;;;26.5;33.0;11.18;;3.27;101.9%;;134.0;140.5;;;
2004;Page, Dylan;SF;79.5;239.0;26.6;79.0;105.0;;;26.0;30.0;10.99;;3.4;99.4%;;131.0;135.0;;;
2004;Paulding, Rickey;SG;74.75;210.0;26.4;81.5;101.5;;;30.0;36.0;11.14;;3.17;109.0%;;131.5;137.5;54.0;Missouri;DET
2004;Pena, Kelvin;SG-PG;74.25;182.0;23.2;78.5;99.5;;;27.5;32.5;11.5;;3.24;105.7%;;127.0;132.0;;;
2004;Pickett, Tim;PG-SG;75.0;207.0;25.9;79.5;100.5;;;;;;;;106.0%;;;;44.0;Florida State;NOP
2004;Quintero, Omar;PG;69.75;170.0;24.6;71.5;92.5;;;25.0;29.0;11.37;;3.25;102.5%;;117.5;121.5;;;
2004;Ramos, Peter;C;85.75;266.0;25.4;89.5;111.5;;;24.0;26.5;12.61;;3.6;104.4%;;135.5;138.0;32.0;;WAS
2004;Reiner, Jared;C-PF;82.0;246.0;25.7;84.5;109.0;;;22.0;26.0;12.65;;3.56;103.0%;;131.0;135.0;;;
2004;Roberts, Lawrence;PF;79.5;233.0;25.9;81.5;106.5;;;27.5;33.0;12.52;;3.3;102.5%;;134.0;139.5;55.0;Mississippi State;OKC
2004;Robinson, Bernard;SG-SF;77.25;208.0;24.5;82.0;102.0;;;28.5;34.5;10.91;;3.17;106.1%;;130.5;136.5;45.0;Michigan;CHA
2004;Robinson, Nate;PG;67.75;181.0;27.7;73.0;91.5;;;35.5;43.5;10.75;;2.96;107.7%;;127.0;135.0;21.0;Washington;PHO
2004;Sanders, Aerick;PF;78.5;205.0;23.4;83.5;106.0;;;24.5;30.5;11.98;;3.37;106.4%;;130.5;136.5;;;
2004;Sato, Romain;SG;74.0;204.0;26.2;83.0;102.5;;;31.5;35.5;11.27;;3.18;112.2%;;134.0;138.0;52.0;Xavier;SAS
2004;Sekulic, Blagota;SF-PF;81.25;234.0;24.9;83.0;107.0;;;23.5;31.5;10.93;;3.39;102.2%;;130.5;138.5;;;
2004;Smith, J.R.;SG-SF;77.5;227.0;26.6;82.0;104.0;;;29.0;35.5;10.93;;3.21;105.8%;;133.0;139.5;18.0;;NOP
2004;Smith, Josh;SG-SF;79.0;221.0;24.9;84.0;106.5;;;32.5;39.5;11.43;;3.24;106.3%;;139.0;146.0;17.0;;ATL
2004;Snyder, Kirk;SG-SF;78.0;228.0;26.3;81.0;104.0;;;30.0;35.0;10.79;;3.13;103.8%;;134.0;139.0;16.0;Nevada;UTA
2004;Sow, Pape;PF-C;80.5;233.0;25.3;86.0;108.5;;;28.0;31.5;12.13;;3.27;106.8%;;136.5;140.0;47.0;Cal State Fullerton;MIA
2004;Splitter, Tiago;C-PF;82.25;233.0;24.2;86.0;109.5;;;26.0;31.5;11.65;;3.38;104.6%;;135.5;141.0;28.0;;SAS
2004;Stepp, Blake;PG;;;;;;;;;;;;;;;;;58.0;Gonzaga;MIN
2004;Timmerrmans, Tom;PF-C;82.5;272.0;28.1;83.0;107.5;;;23.0;26.5;13.13;;3.63;100.6%;;130.5;134.0;;;
2004;Tomas, Marko;SG-PG;78.5;198.0;22.6;79.0;103.5;;;32.0;31.5;11.8;;3.23;100.6%;;135.5;135.0;;;
2004;Udrih, Beno;PG;74.5;199.0;25.2;76.5;98.0;;;;;;;;102.7%;;;;28.0;;SAS
2004;Vroman, Jackson;PF-C;81.25;226.0;24.1;84.0;105.5;;;29.5;33.5;10.75;;3.25;103.4%;;135.0;139.0;31.0;Iowa State;CHI
2004;West, Delonte;PG-SG;73.5;183.0;23.8;78.0;99.5;;;30.0;35.0;11.2;;3.15;106.1%;;129.5;134.5;24.0;Saint Joseph's;BOS
2004;Wilkins, Damien;SG-SF;76.5;222.0;26.7;84.0;106.0;;;26.5;31.0;11.92;;3.15;109.8%;;132.5;137.0;;;
2004;Williams, Mike;SF;77.5;197.0;23.1;83.5;105.5;;;23.5;27.5;11.59;;3.42;107.7%;;129.0;133.0;;;
2004;Williams, Nate;PF-SF;80.5;240.0;26.0;85.5;109.5;;;23.5;26.0;12.6;;3.35;106.2%;;133.0;135.5;;;
2004;Wright, Rashad;PG;72.5;190.0;25.4;82.0;98.5;;;28.5;32.5;11.15;;3.28;113.1%;;127.0;131.0;59.0;Georgia;IND
2003;Anagonye, Aloysius;PF;78.75;257.0;29.1;86.5;106.0;;;31.0;34.5;12.93;;3.3;109.8%;;137.0;140.5;;;
2003;Anderson, Rick;SF-PF;80.25;216.0;23.6;83.0;106.5;;;26.0;30.5;11.23;;3.4;103.4%;;132.5;137.0;;;
2003;Anthony, Carmelo;SF;78.25;233.0;26.8;84.0;105.5;;;30.5;33.5;11.4;;3.15;107.3%;;136.0;139.0;3.0;Syracuse;DEN
2003;Beasley, Jerome;SF-PF;81.0;237.0;25.4;84.5;107.0;;;27.0;32.0;11.36;;3.25;104.3%;;134.0;139.0;33.0;University of North Dakota;MIA
2003;Bell, Troy;PG;72.25;178.0;24.0;77.0;97.5;;;34.5;41.0;10.89;;3.06;106.6%;;132.0;138.5;16.0;Boston College;BOS
2003;Blanchard, LaVell;SF;78.0;205.0;23.7;78.0;101.5;;;33.5;36.5;11.64;;3.38;100.0%;;135.0;138.0;;;
2003;Bogans, Keith;SG;76.25;213.0;25.8;81.25;101.0;;;29.5;35.0;11.43;;3.25;106.6%;;130.5;136.0;43.0;Kentucky;MIL
2003;Bonner, Matt;PF-SF;80.5;242.0;26.3;80.75;105.5;;;27.0;32.0;11.52;;3.32;100.3%;;132.5;137.5;45.0;Florida;CHI
2003;Bosh, Chris;PF;82.25;225.0;23.4;87.5;109.0;;;30.5;33.0;11.8;;3.3;106.4%;;139.5;142.0;4.0;Georgia Tech;TOR
2003;Boyette, Jermaine;PG-SG;73.0;187.0;24.7;76.0;96.0;;;29.0;35.5;11.2;;3.07;104.1%;;125.0;131.5;;;
2003;Camara, Souleymane;PF-SF;81.75;211.0;22.2;86.25;109.0;;;28.5;34.5;11.51;;3.2;105.5%;;137.5;143.5;;;
2003;Carroll, Matt;SG-SF;77.0;207.0;24.5;78.5;98.5;;;29.0;33.5;11.11;;3.35;101.9%;;127.5;132.0;;;
2003;Collison, Nick;PF;80.75;255.0;27.5;85.5;108.0;;;28.0;33.0;11.62;;3.28;105.9%;;136.0;141.0;12.0;Kansas;OKC
2003;Cook, Brian;PF-SF;81.5;234.0;24.8;86.0;109.0;;;25.0;29.0;11.87;;3.45;105.5%;;134.0;138.0;24.0;Illinois;LAL
2003;Cornette, Joel;PF-SF;80.25;239.0;26.1;81.25;105.5;;;26.0;32.5;11.27;;3.14;101.2%;;131.5;138.0;;;
2003;Daniels, Marquis;SG-PG;77.25;198.0;23.3;82.0;103.5;;;30.5;35.0;11.62;;3.25;106.1%;;134.0;138.5;;;
2003;Djuric, Aleksander;C-PF;82.0;253.0;26.5;84.0;108.0;;;23.5;27.5;11.97;;3.65;102.4%;;131.5;135.5;;;
2003;Douglas, Ruben;SG;75.5;193.0;23.8;79.25;100.5;;;28.5;35.0;11.95;;3.27;105.0%;;129.0;135.5;;;
2003;Dupree, Ronald;SF-SG;78.0;209.0;24.1;80.25;101.0;;;37.5;41.5;11.09;;3.23;102.9%;;138.5;142.5;;;
2003;English, Carl;SG-PG;76.0;201.0;24.5;77.25;98.5;;;28.0;34.0;11.77;;3.32;101.6%;;126.5;132.5;;;
2003;Ere, Ebi;SG;75.5;210.0;25.9;82.5;102.0;;;29.5;33.5;11.38;;3.16;109.3%;;131.5;135.5;;;
2003;Estill, Marquis;PF-C;80.5;257.0;27.9;88.0;108.0;;;30.0;36.0;12.92;;3.31;109.3%;;138.0;144.0;;;
2003;Ford, T.J.;PG;71.0;162.0;22.6;71.5;93.5;;;32.5;39.5;11.45;;3.2;100.7%;;126.0;133.0;8.0;Texas;MIL
2003;Gardner, Jason;PG;69.75;194.0;28.0;73.0;92.0;;;30.5;35.0;10.62;;3.17;104.7%;;122.5;127.0;;;
2003;Green, Willie;SG-PG;74.5;201.0;25.5;79.25;100.0;;;28.5;28.5;11.86;;3.19;106.4%;;128.5;128.5;41.0;Detroit Mercy;OKC
2003;Hamilton, Justin;PG-SG;75.0;217.0;27.1;83.0;103.0;;;30.0;37.5;11.18;;3.18;110.7%;;133.0;140.5;45.0;LSU;PHI
2003;Hansen, Travis;SG;76.5;200.0;24.0;78.5;100.5;;;31.5;35.0;10.72;;3.18;102.6%;;132.0;135.5;37.0;BYU;ATL
2003;Harvey, Trevor;C-PF;81.5;245.0;25.9;85.0;109.5;;;29.5;32.0;11.85;;3.32;104.3%;;139.0;141.5;;;
2003;Hatten, Marcus;PG;72.75;163.0;21.7;78.25;98.0;;;29.5;37.5;11.5;;3.15;107.6%;;127.5;135.5;;;
2003;Hinrich, Kirk;PG-SG;74.75;186.0;23.4;78.0;98.5;;;29.0;33.5;10.98;;3.1;104.3%;;127.5;132.0;7.0;Kansas;CHI
